DATE,COMMODITY,GOLD,STOCK_US,STOCK_EM,STOCK_EUROPE,GOVBOND_US
6/30/1992,-0.005500241,0.021144145,-0.015236388,-0.099199247,-0.018250909,0.019551045
7/31/1992,-0.013927577,0.041517763,0.041739955,0.010873506,-0.035323447,0.036058795
8/31/1992,0.0010235,-0.041982037,-0.02394162,-0.046626521,-0.002821914,0.007539614
9/30/1992,0.011451474,0.014431687,0.010899931,0.003432317,-0.016107172,0.023977701
10/30/1992,-0.021956249,-0.024350987,0.006133989,0.053488291,-0.069371673,-0.024549897
11/30/1992,-0.012816273,-0.014741099,0.033269298,-0.010772444,-7.61E-05,-0.005062443
12/31/1992,0.002261496,-0.004375068,0.011064972,0.029395361,0.023347716,0.023025599
1/29/1993,0.012117667,-0.007920577,0.00882387,0.004835629,0.002076393,0.027500387
2/26/1993,0.011642309,-0.002515448,0.013179351,0.016769115,0.011820091,0.025257567
3/31/1993,0.020812929,0.029987391,0.020624209,0.033069947,0.051819783,0.004935641
4/30/1993,-0.010714,0.055301256,-0.022028429,0.022997238,0.02242417,0.004472664
5/31/1993,-0.027842884,0.062036617,0.025611807,0.027861967,0.011107418,-0.002729887
6/30/1993,-0.031300661,-4.75E-05,0.003145356,0.029652629,-0.014283034,0.03123023
7/30/1993,-0.008625129,0.076035334,-0.001039735,0.026413797,0.003749406,0.00284912
8/31/1993,0.00822404,-0.084079975,0.036157762,0.084438306,0.088077624,0.028169097
9/30/1993,0.00253295,-0.047127988,-0.009795813,0.036575184,-0.002797162,0.008524125
10/29/1993,-0.0359284,0.037524021,0.017635618,0.089722806,0.04196313,0.002864631
11/30/1993,-0.050148803,0.003704426,-0.006696882,0.044252376,-0.021299002,-0.023502062
12/31/1993,-0.018799102,0.056575369,0.012180029,0.165295926,0.075369602,0.005392787
1/31/1994,0.081403107,-0.023578618,0.036441237,0.018193819,0.051199967,0.015181282
2/28/1994,-0.021727633,-0.000376577,-0.028012242,-0.017789587,-0.035143856,-0.034567887
3/31/1994,-0.01193855,0.027971369,-0.043190339,-0.09048922,-0.028008516,-0.038468547
4/29/1994,0.026217399,-0.038983051,0.014332842,-0.020002351,0.041715942,-0.014538207
5/31/1994,0.014884258,0.028504695,0.016750734,0.034224538,-0.042210151,-0.003163948
6/30/1994,0.0246038,-0.003475923,-0.027973861,-0.027564044,-0.01017484,-0.005912336
7/29/1994,0.017219279,-0.00758069,0.033935298,0.062178306,0.052738928,0.021955663
8/31/1994,-0.067417146,0.008294672,0.039532622,0.124112973,0.032033133,-0.0004472
9/30/1994,-0.009413566,0.021332962,-0.020983791,0.01136464,-0.039339478,-0.02288481
10/31/1994,0.004501432,-0.027758817,0.023164866,-0.018038352,0.043901495,-0.007213152
11/30/1994,-0.032717726,-0.006178329,-0.033946091,-0.051994315,-0.037994541,-0.001630012
12/30/1994,0.03385714,0.004474168,0.014895296,-0.080316358,0.006010809,0.011618562
1/31/1995,-0.024849837,-0.021942986,0.027810232,-0.106392049,-0.007492913,0.022476057
2/28/1995,0.008076607,0.006136146,0.039667194,-0.02564707,0.02301401,0.031207939
3/31/1995,0.013620227,0.039451115,0.027035629,0.006353491,0.046788345,0.007594051
4/28/1995,0.030622118,-0.010313531,0.031632211,0.044861436,0.032348674,0.015320933
5/31/1995,-0.008445142,-0.00546524,0.0392877,0.053199376,0.020831499,0.056577841
6/30/1995,-0.017843172,-0.000558841,0.024833319,0.002957841,0.009787127,0.011685539
7/31/1995,0.026114978,-0.004706211,0.034195985,0.022446835,0.052486691,-0.011420356
8/31/1995,0.021198327,0.000842697,0.000297806,-0.023555151,-0.038328724,0.013961529
9/29/1995,0.004224221,0.003227617,0.045085528,-0.004746066,0.030565205,0.01333088
10/31/1995,0.010064516,-0.000979158,-0.00025113,-0.038280068,-0.004371333,0.015708624
11/30/1995,0.026997104,0.011248016,0.04418728,-0.01783327,0.007458361,0.021423726
12/29/1995,0.102272162,0.002953801,0.015330162,0.044352024,0.032038674,0.01822001
1/31/1996,-0.001617478,0.052413603,0.035895373,0.071081764,0.006863056,0.003635426
2/29/1996,0.040088013,-0.013992129,0.010626962,-0.015899544,0.018561573,-0.035980755
3/29/1996,0.065004927,-0.010199557,0.010344457,0.007788748,0.012305274,-0.009934519
4/30/1996,0.057731096,-0.007885305,0.015004454,0.0399826,0.007572593,-0.017381711
5/31/1996,-0.007897766,-0.000135477,0.026915335,-0.004465241,0.008062995,-0.005559763
6/28/1996,0.038798385,-0.028589495,0.006109476,0.006244417,0.011350784,0.014525399
7/31/1996,-0.047324705,0.020922447,-0.043786024,-0.06834361,-0.012179202,0.000154409
8/30/1996,0.032202174,-0.00031879,0.022612684,0.025596727,0.030027656,-0.004764643
9/30/1996,0.035468487,-0.023233566,0.056234425,0.008662875,0.021377269,0.022402071
10/31/1996,-0.002476014,0.000652955,0.025773226,-0.026669908,0.023549688,0.028916734
11/29/1996,0.083216854,-0.011605686,0.07579166,0.016755714,0.050996641,0.028312536
12/31/1996,0.009645162,-0.011128926,-0.018741934,0.004522989,0.019678825,-0.021282698
1/31/1997,-0.01470171,-0.063376252,0.068698851,0.068209679,0.003000275,-0.000661864
2/28/1997,-0.068937992,0.059314699,0.007262536,0.042825355,0.013500813,-0.0012336
3/31/1997,0.016867883,-0.032202249,-0.044569013,-0.026267851,0.032596277,-0.021017358
4/30/1997,0.02313418,-0.031982519,0.06607601,0.001766535,-0.004688293,0.020346537
5/30/1997,0.007151497,0.014826596,0.056840401,0.028620369,0.042997248,0.010408749
6/30/1997,-0.05409986,-0.030989333,0.045761171,0.053517031,0.050307909,0.016776336
7/31/1997,0.040969401,-0.026502504,0.079259864,0.014927924,0.0471115,0.041127986
8/29/1997,0.02529031,0.000482315,-0.05918583,-0.127249295,-0.056892942,-0.020414931
9/30/1997,0.025294582,0.033638652,0.052404246,0.027708054,0.097240416,0.021507821
10/31/1997,0.02751053,-0.069648132,-0.027077952,-0.164087461,-0.048921993,0.026504552
11/28/1997,-0.098592478,-0.043446778,0.048612907,-0.036487638,0.015623692,0.000871743
12/31/1997,-0.067576382,-0.024515227,0.014965707,0.02409801,0.036800799,0.014318236
1/30/1998,-0.016117117,0.049725406,0.013065232,-0.078430266,0.041872979,0.020812983
2/27/1998,-0.065984687,-0.01086153,0.070337659,0.104375695,0.078435387,-0.008371758
3/31/1998,-0.005193401,0.009256065,0.052027387,0.043395965,0.071464372,0.001440735
4/30/1998,-0.027268241,0.019424665,0.011884066,-0.010893366,0.019638057,0.004262204
5/29/1998,-0.047176886,-0.044535092,-0.019910446,-0.137040745,0.020500246,0.011589869
6/30/1998,-0.035454426,0.014679221,0.043141114,-0.104896121,0.0111869,0.013221748
7/31/1998,-0.078610969,-0.035389049,-0.00974471,0.031706356,0.019987056,0.000343973
8/31/1998,-0.05901581,-0.03585086,-0.139047781,-0.289139757,-0.125552533,0.038894789
9/30/1998,0.102206517,0.076351016,0.065888504,0.063434853,-0.039708501,0.05083709
10/30/1998,-0.046910707,-0.014394288,0.077551401,0.105301807,0.080337835,-0.01047373
11/30/1998,-0.121674557,0.001109943,0.068056907,0.083168359,0.05346603,-0.007603015
12/31/1998,-0.017209398,-0.016222209,0.059149084,-0.014492322,0.043973913,0.010267799
1/29/1999,0.004364968,-0.00711786,0.043243237,-0.016134153,-0.006205923,0.00307837
2/26/1999,-0.04598755,0.003823406,-0.027897523,0.009727063,-0.025138871,-0.042464112
3/31/1999,0.168829376,-0.024221865,0.041612552,0.131790339,0.011165984,0.007376569
4/30/1999,0.04132787,0.024579166,0.036202086,0.123720905,0.030042909,-0.004008091
5/31/1999,-0.054567266,-0.057503423,-0.023245908,-0.005817478,-0.047789151,-0.022064404
6/30/1999,0.06431475,-0.026779511,0.053815099,0.113491794,0.017128648,-0.008716158
7/30/1999,0.035873759,-0.023687455,-0.032388294,-0.027165503,0.009544083,-0.002129371
8/31/1999,0.070384398,-0.001528849,-0.006288957,0.009098148,0.010410542,-0.004668747
9/30/1999,0.053037382,0.16856401,-0.029666495,-0.0338421,-0.007456235,0.011395283
10/29/1999,-0.05156909,0.006608557,0.065429284,0.02129268,0.037048328,-0.003948338
11/30/1999,0.040463672,-0.025128757,0.0214681,0.089664523,0.02720319,-0.00628993
12/31/1999,0.042238736,-0.007082729,0.069761186,0.127180219,0.102717655,-0.013304144
1/31/2000,0.072302988,-0.01450038,-0.053539282,0.005959961,-0.071027329,-0.010988529
2/29/2000,0.062475381,0.032571937,-0.023749241,0.013207033,0.052367833,0.014036799
3/31/2000,-0.011606979,-0.047517812,0.099845901,0.004880281,0.024368114,0.034956015
4/28/2000,-0.009108017,-0.019424504,-0.032326944,-0.094792742,-0.043936262,-0.009581304
5/31/2000,0.111973522,-0.004121809,-0.026423763,-0.041341926,-0.007951448,0.000209006
6/30/2000,0.071267505,0.065851248,0.024013211,0.035224909,0.021709569,0.024252427
7/31/2000,-0.076798349,-0.043931842,-0.017853388,-0.051429531,-0.015754509,0.00370557
8/31/2000,0.1540883,0.001394277,0.052017382,0.004916759,-0.011545592,0.015588898
9/29/2000,-0.013691576,-0.013620679,-0.054376931,-0.087315919,-0.046598136,-0.000163381
10/31/2000,0.002253731,-0.032650055,-0.007101484,-0.072502998,-0.007357786,0.007778191
11/30/2000,0.092153662,0.021190204,-0.078959979,-0.087433845,-0.038487348,0.027483775
12/29/2000,-0.020617824,0.005902087,-0.001540323,0.024143264,0.069191542,0.029601019
1/31/2001,-0.053074593,-0.024149219,0.036567364,0.137700024,0.000515674,0.000858323
2/28/2001,-0.0139571,0.003101266,-0.089360559,-0.078301132,-0.08773304,0.013629507
3/30/2001,-0.039195131,-0.0347656,-0.063749653,-0.098219488,-0.074273358,0.00298008
4/30/2001,0.053704117,0.023532488,0.077913087,0.049411776,0.071960136,-0.026176157
5/31/2001,-0.028485298,0.008941116,0.006017975,0.011936229,-0.047636272,-0.000746338
6/29/2001,-0.072341755,0.01936954,-0.022884934,-0.02052684,-0.037341741,0.004802576
7/31/2001,0.002394084,-0.013537009,-0.009325672,-0.063190543,0.002601059,0.031346767
8/31/2001,0.009559112,0.030152335,-0.066409403,-0.009863825,-0.025783362,0.012816348
9/28/2001,-0.109560043,0.065750076,-0.076449411,-0.15477953,-0.099779152,0.022476633
10/31/2001,-0.050426475,-0.043976836,0.014642246,0.062058895,0.031714652,0.027928932
11/30/2001,-0.053706258,-0.020451002,0.077071017,0.104403364,0.040159731,-0.032056859
12/31/2001,-0.013256305,0.016408498,0.006354619,0.079375228,0.025621586,-0.017809639
1/31/2002,-0.031200524,0.01289079,-0.014101909,0.033887887,-0.052153916,0.004907677
2/28/2002,0.043681405,0.051561106,-0.019525914,0.016428565,-0.000165378,0.012212944
3/29/2002,0.134817882,0.020359688,0.037288726,0.060151399,0.054513293,-0.037150838
4/30/2002,0.011069234,0.019731737,-0.064857345,0.006490419,-0.006803999,0.028607598
5/31/2002,-0.043511313,0.057343189,-0.007438094,-0.015933039,-0.001846012,0.00871024
6/28/2002,0.034172266,-0.040250861,-0.076208997,-0.075021928,-0.034304166,0.02028033
7/31/2002,0.005783933,-0.032994108,-0.071888192,-0.076056702,-0.111164645,0.031276804
8/30/2002,0.060480245,0.029910269,0.004760459,0.015408755,6.33E-05,0.030041793
9/30/2002,0.04566473,0.03748521,-0.112841497,-0.107891149,-0.131529657,0.046815739
10/31/2002,-0.047184979,-0.019542792,0.090837511,0.064887763,0.096706395,-0.020243822
11/29/2002,-0.002172436,-0.003330866,0.060194176,0.068833511,0.049124695,-0.020962642
12/31/2002,0.085311119,0.09681184,-0.060389704,-0.033225593,-0.03616456,0.03540886
1/31/2003,0.089911928,0.058425227,-0.024149213,-0.004353895,-0.047206944,-0.008388359
2/28/2003,0.121224797,-0.050082252,-0.015220188,-0.026989912,-0.032608609,0.026541396
3/31/2003,-0.144111502,-0.039590148,0.009312785,-0.028354659,-0.014371233,-0.00729719
4/30/2003,-0.061371638,0.008364638,0.083548244,0.089072119,0.136485587,0.000341232
5/30/2003,0.095878885,0.075650705,0.05365584,0.071771367,0.066049168,0.045910284
6/30/2003,0.002193617,-0.051997229,0.012394803,0.056994639,0.010278521,-0.01194533
7/31/2003,0.007121111,0.02377125,0.01856955,0.062627458,0.020518767,-0.070918901
8/29/2003,0.040862964,0.059808726,0.018763907,0.067119732,-0.00174503,0.011040276
9/30/2003,-0.040836611,0.025545479,-0.01154374,0.007330941,0.020360743,0.045465443
10/31/2003,0.021906927,-0.003064396,0.057082743,0.085097611,0.066968985,-0.024630975
11/28/2003,0.02558983,0.032802002,0.009681958,0.012288738,0.042585514,0.003281825
12/31/2003,0.062450197,0.046343537,0.05196285,0.072496287,0.082133833,0.008323783
1/30/2004,0.003918005,-0.033319789,0.018117043,0.035515014,0.011792224,0.013813632
2/27/2004,0.074204022,-0.014417823,0.012133469,0.046129929,0.029425234,0.016586643
3/31/2004,0.020095888,0.077621871,-0.015882344,0.012849217,-0.030851176,0.015225604
4/30/2004,0.0275802,-0.094550204,-0.01535361,-0.081757265,-0.007082311,-0.04812268
5/31/2004,0.046268258,0.017221785,0.013301958,-0.019695141,0.017567849,-0.007041848
6/30/2004,-0.04700009,-0.003695428,0.018891297,0.004567849,0.013850302,0.006721585
7/30/2004,0.077527235,-0.003881653,-0.034048617,-0.017682232,-0.027365487,0.01488829
8/31/2004,-0.038830247,0.048839626,0.00512022,0.041860189,0.000753669,0.030921436
9/30/2004,0.126139165,0.020805812,0.010980369,0.057756799,0.040130928,0.003872261
10/29/2004,0.041483549,0.022848593,0.015292609,0.023956855,0.036146483,0.010585571
11/30/2004,-0.048374744,0.052544182,0.041121863,0.092625259,0.073591965,-0.02266353
12/31/2004,-0.099884446,-0.030801593,0.035054021,0.048141512,0.042377503,0.015168609
1/31/2005,0.067615563,-0.035694907,-0.024756899,0.003165111,-0.018429498,0.009907664
2/28/2005,0.062261019,0.033841084,0.020855314,0.087808814,0.050160034,-0.015156162
3/31/2005,0.07559327,-0.018271586,-0.015971094,-0.065880965,-0.024875254,-0.007253566
4/29/2005,-0.090508728,0.013859739,-0.018067932,-0.026653235,-0.023766194,0.027350417
5/31/2005,-0.007328877,-0.042924657,0.032691047,0.035208387,0.004968186,0.017304187
6/30/2005,0.057953739,0.046033301,0.002506068,0.034519017,0.014187142,0.008176848
7/29/2005,0.054952404,-0.014122971,0.037573959,0.070757956,0.036511662,-0.023339297
8/31/2005,0.15143452,0.008428967,-0.009285632,0.009001787,0.015134481,0.022650937
9/30/2005,0.000179357,0.081191382,0.008569005,0.093246174,0.024293633,-0.02103593
10/31/2005,-0.103250769,-0.008275261,-0.016405264,-0.065335325,-0.03140118,-0.014643683
11/30/2005,-0.038478195,0.06283853,0.040407149,0.082797044,0.017119384,0.007721458
12/30/2005,0.028684959,0.043903447,0.000561709,0.059237814,0.035204463,0.011981916
1/31/2006,0.043341212,0.10357567,0.027294526,0.112305122,0.065440308,-0.006698272
2/28/2006,-0.101043068,-0.016768293,0.001014709,-0.000957392,0.000890854,-0.001345698
3/31/2006,0.051304209,0.034655723,0.012825597,0.008964153,0.039332357,-0.019619762
4/28/2006,0.063333741,0.119553401,0.013182777,0.071362788,0.05217448,-0.012981182
5/31/2006,-0.007696327,-0.013751837,-0.029590745,-0.10456421,-0.025858248,-0.000721034
6/30/2006,0.011624459,-0.047019691,0.001121688,-0.002120353,0.003737471,0.002480537
7/31/2006,0.020052136,0.033032698,0.003339069,0.014705858,0.015411221,0.01550129
8/31/2006,-0.072575187,-0.015244891,0.024156805,0.025978748,0.031785879,0.022991303
9/29/2006,-0.107064355,-0.043533158,0.025458155,0.008406029,0.008612762,0.011513838
10/31/2006,-0.025682641,0.008666705,0.034173486,0.047550252,0.042988556,0.005688449
11/30/2006,0.055281295,0.069762149,0.019843872,0.074475295,0.035825705,0.014279534
12/29/2006,-0.071178691,-0.018989362,0.012145229,0.045123476,0.032133731,-0.0155022
1/31/2007,-0.022899115,0.025863471,0.018122774,-0.010100668,0.006017597,-0.004961886
2/28/2007,0.04296995,0.026189218,-0.018289892,-0.005792676,-0.003547295,0.023241515
3/30/2007,0.032343543,-0.010635832,0.010815702,0.040058147,0.036683557,-0.003703182
4/30/2007,-0.00275059,0.026003436,0.042865812,0.047585738,0.065921572,0.005234892
5/31/2007,-0.015533694,-0.029758734,0.035019567,0.048838668,0.019379063,-0.017678384
6/29/2007,0.032212041,-0.020003138,-0.016720298,0.047300541,0.000159337,-0.007048983
7/31/2007,0.055459691,0.028629366,-0.030953175,0.053281298,-0.021151118,0.024443365
8/31/2007,-0.041868278,0.007574186,0.015184975,-0.020924347,-0.010900369,0.020550464
9/28/2007,0.102258218,0.103387911,0.037957843,0.110519967,0.050668164,0.000622144
10/31/2007,0.096069341,0.064255716,0.016852481,0.111598395,0.046742658,0.012339497
11/30/2007,-0.036972268,-0.013329241,-0.04221135,-0.070842728,-0.031786906,0.043131479
12/31/2007,0.057652069,0.064791361,-0.005709714,0.003590662,-0.017497726,-0.002120687
1/31/2008,-0.000254745,0.101832144,-0.060690302,-0.124501177,-0.104211963,0.035522248
2/29/2008,0.112584878,0.052535889,-0.031089022,0.074175832,0.016270507,0.011096816
3/31/2008,-0.011741561,-0.058352526,-0.003683954,-0.052828964,0.00451518,0.011066827
4/30/2008,0.079645563,-0.060172358,0.049497962,0.081315334,0.047063144,-0.023914069
5/30/2008,0.0910395,0.027081978,0.015956196,0.018842348,0.006999642,-0.019722444
6/30/2008,0.092165411,0.042996278,-0.081505984,-0.099623862,-0.086821482,0.008772022
7/31/2008,-0.122263263,-0.015069845,-0.011436856,-0.036929102,-0.028621428,0.002981323
8/29/2008,-0.071024843,-0.093517555,0.013696549,-0.079548359,-0.039233875,0.0180041
9/30/2008,-0.124417778,0.055993708,-0.091725616,-0.174895576,-0.150664805,0.002195676
10/31/2008,-0.281985407,-0.184016105,-0.171016087,-0.273532529,-0.212394495,-0.007846772
11/28/2008,-0.148408357,0.137711551,-0.073784865,-0.075206381,-0.068078032,0.098581146
12/31/2008,-0.133195757,0.079777084,0.012966193,0.078269447,0.052571465,0.06350136
1/30/2009,-0.089388726,0.048157446,-0.08146662,-0.064171765,-0.110354638,-0.045605038
2/27/2009,-0.061006819,0.015423524,-0.102489782,-0.05624483,-0.101146911,-0.012165905
3/31/2009,0.045057344,-0.020680026,0.085688915,0.143846049,0.069786002,0.033538245
4/30/2009,-0.009186549,-0.036395515,0.096017614,0.166563208,0.141871607,-0.034308218
5/29/2009,0.196650838,0.097834563,0.05501897,0.171449746,0.124063891,-0.025924287
6/30/2009,0.005711,-0.053801042,0.002263211,-0.013271918,-0.019202628,-0.001730382
7/31/2009,0.004442791,0.027602402,0.075376818,0.113162599,0.105211832,0.004798097
8/31/2009,-0.023653999,-0.002266512,0.034779781,-0.003311143,0.063257822,0.010971186
9/30/2009,0.001726228,0.058650145,0.038789377,0.09093374,0.046514608,0.01032836
10/30/2009,0.058727127,0.030874816,-0.019370006,0.001329307,-0.011545991,-0.003452943
11/30/2009,0.015243858,0.135024944,0.059493502,0.043005961,0.02938925,0.018200178
12/31/2009,0.008643447,-0.072765577,0.020599573,0.039614361,0.015235118,-0.048772086
1/29/2010,-0.078943921,-0.012455458,-0.035079999,-0.05560986,-0.058992957,0.023664167
2/26/2010,0.055584197,0.032458289,0.030861947,0.003729434,-0.0198006,0.001061246
3/31/2010,0.019353478,-0.004953749,0.059885484,0.080812122,0.065536589,-0.014723112
4/30/2010,0.027749911,0.059531482,0.0160232,0.012338825,-0.025809199,0.017405558
5/31/2010,-0.131891526,0.027675136,-0.080627172,-0.08752554,-0.119584111,0.033247925
6/30/2010,0.004171856,0.025553764,-0.053176,-0.007172612,-0.007111459,0.03276425
7/30/2010,0.056301421,-0.052719665,0.069889677,0.083983766,0.116587572,0.005017349
8/31/2010,-0.055247786,0.056232484,-0.044419284,-0.019084331,-0.036636209,0.042596702
9/30/2010,0.08488132,0.047557248,0.090916635,0.111264951,0.109997853,-0.000859065
10/29/2010,0.025567374,0.036767337,0.039380495,0.029123519,0.043399187,-0.006253693
11/30/2010,0.01082534,0.019490952,0.00111475,-0.026357608,-0.075562761,-0.00701548
12/31/2010,0.094025496,0.025603959,0.06687712,0.071477304,0.083995867,-0.040563916
1/31/2011,0.030518003,-0.062323018,0.023976263,-0.02694077,0.039617958,-0.002429231
2/28/2011,0.03745559,0.056620126,0.03352647,-0.009177723,0.033140697,-0.000515731
3/31/2011,0.043514367,0.020275813,0.001190309,0.058952031,-0.007883042,-0.000183964
4/29/2011,0.044117026,0.080961234,0.030599657,0.031237249,0.081532441,0.015781195
5/31/2011,-0.068884112,-0.013399031,-0.010839668,-0.025831883,-0.030790387,0.026035477
6/30/2011,-0.053054186,-0.022085326,-0.016955785,-0.014962959,-0.018850102,-0.007918601
7/29/2011,0.02434883,0.084048998,-0.019477565,-0.003760842,-0.033650787,0.032602138
8/31/2011,-0.018445564,0.1229653,-0.055311867,-0.088997458,-0.100065942,0.056441393
9/30/2011,-0.121688256,-0.114309178,-0.07192385,-0.145625866,-0.109519518,0.027462963
10/31/2011,0.097461777,0.063453053,0.109865983,0.132556321,0.121104017,-0.019781909
11/30/2011,0.014166019,0.013162456,-0.002741899,-0.066592222,-0.044757111,0.013220349
12/30/2011,-0.021074754,-0.104833693,0.009467739,-0.011956885,-0.015330601,0.019202352
1/31/2012,0.022322483,0.108864102,0.047093594,0.113619985,0.047150042,0.007937905
2/29/2012,0.060634663,-0.016649954,0.044059405,0.0600848,0.063738433,-0.011019854
3/30/2012,-0.023502525,-0.024516156,0.03202272,-0.033269057,-0.005218964,-0.019470365
4/30/2012,-0.005132972,-0.004529913,-0.006028197,-0.01167299,-0.021127703,0.028811908
5/31/2012,-0.129779992,-0.06136647,-0.061438687,-0.111625693,-0.120619802,0.036347762
6/29/2012,0.012013683,0.025650289,0.039542021,0.039064968,0.079820375,-0.005631052
7/31/2012,0.063735719,0.003567817,0.013556711,0.020226894,0.011442881,0.016555057
8/31/2012,0.063651255,0.045310961,0.023471718,-0.002890135,0.044209088,-0.001534308
9/28/2012,-0.014222462,0.051221229,0.025499296,0.060539728,0.029801949,-0.005457435
10/31/2012,-0.040657553,-0.030807592,-0.018046548,-0.005963649,0.014651345,-0.003015226
11/30/2012,0.014770207,-0.004954074,0.006513471,0.012769551,0.026101962,0.01116385
12/31/2012,-0.006483755,-0.021474818,0.009505864,0.049015472,0.028277598,-0.011294526
1/31/2013,0.043574279,-0.009466306,0.052916893,0.013942874,0.058719582,-0.019422053
2/28/2013,-0.043852629,-0.050418315,0.012850128,-0.012419783,-0.027329322,0.012635754
3/29/2013,0.007696731,0.009913288,0.037615104,-0.017006952,-0.001443042,0.005084348
4/30/2013,-0.047300854,-0.077401409,0.019777338,0.0079291,0.045244549,0.01731367
5/31/2013,-0.014890693,-0.054630172,0.021072159,-0.025184897,0.003569353,-0.036045461
